meeting_hours_per_week,meeting_counts_per_week,messages_sent_per_day,messages_received_per_day,avg_response_latency_min,communication_burstiness,after_hours_message_ratio,communication_balance,conversation_length_avg,avg_tasks_assigned_per_week,avg_tasks_completed_per_week,task_completion_rate,avg_task_age_days,overdue_task_ratio,task_comment_sentiment_mean,logged_hours_per_week,variance_in_work_hours,late_start_count_per_month,early_exit_count_per_month,absenteeism_rate,avg_break_length_minutes,performance_score,burnout_risk_score
15.0,13,87,64,8.4,0.44,0.049,1.34,12.2,19,17,0.87,8.2,0.07,0.2,38.5,1.19,1,0,0.013,58.3,0.74,0.49
8.2,10,121,117,18.0,0.42,0.026,1.03,16.7,31,28,0.91,5.9,0.1,0.64,39.0,2.1,2,0,0.033,60.4,0.82,0.15
8.0,12,26,98,17.8,0.21,0.15,0.6,10.6,22,16,0.74,6.1,0.3,-0.19,45.3,1.12,1,1,0.055,45.1,0.61,0.41
7.9,14,90,86,14.7,0.25,0.026,1.03,8.4,21,21,0.98,6.1,0.0,0.07,46.7,1.21,2,0,0.037,30.1,0.81,0.39
8.6,14,133,130,1.0,0.41,0.066,1.02,18.0,23,18,0.79,9.3,0.27,0.3,37.0,1.66,2,2,0.002,34.1,0.7,0.31
7.6,14,87,105,17.9,0.25,0.073,0.82,13.6,21,19,0.9,1.0,0.08,-0.02,43.1,1.62,5,0,0.033,36.0,0.79,0.23
6.3,15,121,101,14.0,0.26,0.286,1.19,8.6,19,17,0.88,6.9,0.1,0.26,35.0,1.3,0,1,0.023,43.2,0.79,0.21
6.4,11,64,123,20.0,0.26,0.263,0.6,9.9,24,21,0.89,5.1,0.05,0.11,43.1,2.34,3,1,0.008,37.3,0.69,0.36
7.9,9,79,88,16.2,0.49,0.063,0.89,8.3,13,13,0.96,3.7,0.0,0.38,50.0,1.18,6,1,0.001,41.3,0.83,0.38
6.4,11,80,147,17.9,0.18,0.302,0.6,22.1,25,20,0.79,3.7,0.24,0.07,35.0,1.41,2,1,0.004,46.1,0.65,0.32
5.9,10,24,76,14.4,0.23,0.199,0.6,12.0,27,25,0.92,1.0,0.11,-0.13,37.9,0.54,2,1,0.076,35.4,0.72,0.39
8.3,8,50,119,16.7,0.72,0.298,0.6,12.8,22,19,0.88,3.6,0.13,-0.59,44.9,1.35,3,1,0.06,49.8,0.66,0.56
7.2,10,52,143,20.0,0.47,0.091,0.6,15.6,25,18,0.72,9.9,0.25,-0.65,45.4,0.84,0,1,0.075,72.4,0.54,0.51
12.5,11,100,58,11.1,0.17,0.074,1.4,5.9,20,16,0.82,8.5,0.12,-0.57,38.2,1.04,1,1,0.009,42.5,0.62,0.59
2.0,14,101,89,2.1,0.4,0.082,1.12,17.5,29,28,0.95,5.4,0.05,0.02,47.9,0.52,1,0,0.046,34.8,0.73,0.3
11.3,14,88,134,8.5,0.19,0.011,0.65,9.0,28,22,0.79,1.8,0.19,-0.79,38.7,1.05,1,1,0.007,49.6,0.6,0.59
11.7,8,100,134,11.9,0.75,0.091,0.74,21.2,24,20,0.84,8.5,0.17,-0.11,48.7,1.46,3,0,0.002,33.1,0.68,0.45
2.0,13,75,94,10.4,0.15,0.056,0.79,10.4,24,20,0.85,9.9,0.14,0.0,43.9,1.38,2,3,0.037,42.8,0.74,0.22
7.0,11,110,77,3.8,0.16,0.13,1.4,17.2,24,21,0.89,9.1,0.1,0.26,47.1,1.29,3,1,0.052,34.8,0.75,0.34
6.9,7,80,128,1.8,0.46,0.016,0.62,5.0,18,17,0.97,3.1,0.04,0.21,43.5,1.34,1,1,0.005,30.0,0.77,0.3
3.8,8,81,135,6.3,0.22,0.158,0.6,6.1,24,18,0.75,3.4,0.27,0.11,44.6,1.25,1,2,0.029,31.8,0.65,0.31
5.7,9,73,65,14.0,0.59,0.05,1.11,10.5,24,20,0.85,11.0,0.21,0.01,44.8,1.48,5,2,0.007,35.1,0.64,0.22
4.7,12,97,63,17.9,0.39,0.101,1.4,5.0,29,24,0.83,2.4,0.16,-0.15,46.6,1.44,2,0,0.029,30.0,0.74,0.4
13.3,17,69,106,14.6,0.57,0.086,0.64,15.0,27,21,0.79,7.4,0.24,-0.17,41.9,1.64,2,1,0.038,64.2,0.66,0.41
10.8,10,104,118,15.3,0.16,0.201,0.87,13.6,28,27,0.98,1.0,0.11,-0.27,38.4,1.4,2,0,0.027,51.5,0.76,0.45
11.8,12,51,91,9.6,0.16,0.093,0.6,7.0,21,15,0.7,5.1,0.3,-0.13,41.7,1.28,3,2,0.046,59.1,0.64,0.47
10.2,11,52,120,1.3,0.35,0.035,0.6,11.9,23,17,0.74,7.8,0.3,-0.68,39.3,1.89,5,1,0.047,30.0,0.58,0.5
4.6,8,97,78,7.7,0.47,0.155,1.23,16.0,24,22,0.92,5.9,0.05,0.37,39.6,1.8,3,2,0.027,40.6,0.71,0.29
6.4,11,77,36,8.7,0.07,0.234,1.4,5.0,25,19,0.78,7.6,0.18,-0.37,48.6,1.48,0,0,0.031,51.3,0.61,0.41
9.5,15,68,87,7.5,0.48,0.039,0.77,5.6,24,22,0.92,2.3,0.08,0.07,44.5,2.1,2,3,0.035,69.8,0.77,0.35
4.3,16,102,101,10.3,0.39,0.178,1.0,10.3,27,26,0.95,3.5,0.05,0.15,44.3,1.54,1,3,0.03,33.7,0.77,0.19
10.1,12,64,91,12.2,0.44,0.003,0.7,12.1,28,22,0.78,7.4,0.28,0.17,46.3,1.42,3,0,0.061,30.0,0.72,0.36
7.3,22,74,65,14.3,0.22,0.203,1.12,11.7,23,17,0.76,8.1,0.21,-0.61,44.5,1.47,2,1,0.011,47.9,0.6,0.5
6.9,14,114,45,8.6,0.59,0.08,1.4,16.4,21,16,0.74,6.7,0.25,-0.25,49.5,1.58,0,1,0.069,34.9,0.68,0.35
10.1,11,118,84,1.0,0.1,0.04,1.39,14.4,23,17,0.76,8.8,0.29,-0.03,35.0,1.04,2,2,0.027,70.6,0.63,0.43
9.3,14,119,126,7.6,0.39,0.379,0.94,15.5,25,20,0.78,1.0,0.23,0.39,38.0,0.56,1,3,0.058,53.1,0.69,0.43
6.9,10,72,137,10.2,0.5,0.217,0.6,5.1,27,26,0.96,4.6,0.04,0.05,39.2,1.64,2,1,0.071,40.7,0.72,0.35
11.5,11,110,135,16.1,0.15,0.147,0.81,12.7,20,19,0.93,11.5,0.08,-0.16,36.5,1.92,0,0,0.071,40.8,0.75,0.51
4.8,11,56,75,7.2,0.07,0.076,0.74,10.5,28,20,0.7,9.9,0.24,0.47,42.5,1.0,1,2,0.036,43.1,0.66,0.19
9.8,11,57,65,12.6,0.69,0.097,0.86,19.3,18,17,0.96,7.9,0.0,0.34,42.6,2.04,1,3,0.021,30.0,0.75,0.36
9.8,11,21,114,11.5,0.59,0.269,0.6,12.9,26,19,0.72,5.5,0.2,0.32,49.9,0.68,1,1,0.048,45.6,0.62,0.46
7.1,13,121,119,10.2,0.47,0.259,1.01,8.7,32,29,0.9,9.1,0.11,-0.38,45.6,1.22,0,0,0.015,37.7,0.67,0.42
9.0,15,58,112,14.7,0.29,0.161,0.6,16.3,33,25,0.75,7.3,0.3,-0.04,40.0,2.35,3,0,0.063,54.5,0.68,0.42
4.2,16,76,39,6.7,0.35,0.195,1.4,14.8,24,17,0.72,1.4,0.3,-0.52,44.0,1.68,2,0,0.057,31.5,0.6,0.43
10.8,15,57,73,7.1,0.35,0.048,0.77,7.9,21,19,0.93,9.0,0.13,-0.42,35.0,1.35,2,2,0.064,55.2,0.71,0.4
7.4,12,97,99,9.9,0.51,0.048,0.97,10.3,35,29,0.84,3.4,0.23,0.04,42.6,1.63,3,0,0.035,53.1,0.7,0.26
6.4,9,70,114,6.8,0.34,0.119,0.61,10.3,24,21,0.88,8.3,0.13,0.17,42.4,2.1,2,0,0.045,47.4,0.7,0.32
11.1,13,47,123,12.5,0.16,0.057,0.6,18.1,24,20,0.83,1.2,0.17,-0.21,38.4,0.78,3,1,0.008,63.8,0.66,0.42
5.9,15,91,104,6.4,0.15,0.137,0.87,13.0,28,20,0.72,10.8,0.3,0.23,41.2,2.16,1,0,0.055,30.0,0.64,0.2
3.8,9,44,109,11.1,0.58,0.031,0.6,15.6,14,13,0.92,5.2,0.04,-0.05,39.2,1.25,1,2,0.039,51.7,0.73,0.28
3.3,6,59,102,9.5,0.1,0.139,0.6,9.5,34,32,0.95,2.7,0.0,0.02,38.3,1.85,2,0,0.041,44.3,0.74,0.3
9.8,8,27,120,11.1,0.46,0.143,0.6,13.7,24,17,0.71,3.9,0.27,-0.18,44.7,1.19,3,2,0.068,43.9,0.58,0.4
4.2,9,44,109,7.7,0.22,0.326,0.6,18.5,24,20,0.81,5.0,0.16,-0.14,46.1,2.34,0,1,0.062,30.3,0.65,0.39
13.3,12,84,101,8.3,0.05,0.072,0.82,10.2,26,23,0.87,6.0,0.14,0.35,44.0,1.48,2,1,0.043,30.0,0.73,0.47
2.0,11,30,91,10.5,0.46,0.19,0.6,12.6,22,19,0.88,10.0,0.08,-0.29,40.2,0.84,1,1,0.028,58.4,0.73,0.27
13.1,8,42,102,11.0,0.4,0.361,0.6,5.2,25,22,0.87,6.2,0.15,-0.27,39.3,1.74,1,1,0.036,56.8,0.7,0.67
8.6,5,79,114,10.0,0.31,0.117,0.69,8.2,25,23,0.91,1.0,0.06,-0.32,40.4,2.15,1,0,0.028,72.0,0.73,0.42
7.7,13,66,108,18.5,0.22,0.135,0.61,10.3,23,23,0.99,2.3,0.07,0.59,41.1,2.09,3,4,0.012,74.4,0.85,0.24
6.4,17,129,111,5.0,0.66,0.17,1.15,6.7,21,17,0.82,14.3,0.12,-0.12,38.5,1.55,1,0,0.052,30.0,0.63,0.29
9.2,21,125,140,9.7,0.33,0.2,0.89,18.6,14,12,0.87,6.4,0.13,-0.26,46.2,1.91,1,0,0.055,42.7,0.75,0.41
7.9,7,58,107,2.1,0.27,0.096,0.6,7.8,28,25,0.91,8.9,0.07,-0.06,41.2,1.29,1,2,0.078,48.8,0.72,0.33
11.3,8,93,80,11.9,0.15,0.139,1.15,15.9,32,28,0.88,5.1,0.13,0.22,45.1,1.8,2,3,0.036,59.4,0.76,0.45
8.3,13,98,126,4.4,0.14,0.055,0.77,12.9,37,30,0.82,3.0,0.23,0.07,36.4,1.68,0,1,0.08,66.4,0.71,0.43
8.5,19,65,59,8.6,0.45,0.157,1.08,12.2,35,31,0.89,4.6,0.13,-0.2,39.2,0.05,2,1,0.015,30.0,0.67,0.54
6.9,10,42,67,8.1,0.26,0.031,0.62,19.4,26,23,0.9,6.4,0.1,-0.12,45.4,1.0,5,0,0.053,36.9,0.7,0.35
7.8,8,79,110,11.4,0.01,0.026,0.71,5.0,26,23,0.88,4.6,0.16,-0.5,45.5,1.6,1,0,0.08,65.6,0.68,0.43
8.9,7,75,115,7.2,0.2,0.152,0.65,11.0,24,18,0.76,11.8,0.28,-0.14,37.2,1.58,2,2,0.051,30.0,0.59,0.35
2.9,9,69,62,7.0,0.52,0.075,1.1,6.6,27,23,0.85,4.2,0.16,0.32,43.2,1.49,4,0,0.036,30.0,0.74,0.24
4.0,19,91,88,17.2,0.44,0.101,1.02,5.0,19,18,0.97,2.8,0.05,-0.13,43.3,1.54,0,2,0.041,51.6,0.68,0.27
10.2,11,61,81,11.4,0.22,0.093,0.74,6.0,30,29,0.96,8.4,0.07,0.22,39.2,2.1,4,0,0.068,75.8,0.78,0.33
8.5,6,51,85,7.2,0.75,0.138,0.6,12.1,17,16,0.93,8.8,0.0,-0.07,43.4,1.68,2,3,0.075,30.0,0.78,0.43
7.4,14,82,128,8.7,0.13,0.181,0.64,8.4,22,20,0.91,6.1,0.07,-0.3,35.7,0.33,2,3,0.036,45.9,0.7,0.43
8.1,11,89,121,18.2,0.11,0.174,0.73,16.5,21,16,0.75,4.2,0.27,0.03,38.3,2.47,0,2,0.062,53.3,0.6,0.33
9.0,11,50,99,8.8,0.1,0.117,0.6,10.9,33,28,0.84,1.0,0.15,0.66,44.4,0.55,1,0,0.075,67.0,0.74,0.26
6.4,10,103,83,6.6,0.18,0.239,1.23,10.4,30,22,0.73,9.7,0.25,0.01,42.1,1.98,3,2,0.023,51.7,0.66,0.34
5.7,13,35,59,6.6,0.43,0.116,0.6,10.4,22,21,0.95,8.6,0.07,-0.1,42.3,0.72,3,1,0.039,30.0,0.75,0.3
8.6,10,65,142,7.3,0.22,0.108,0.6,11.5,26,20,0.79,4.7,0.23,-0.24,41.3,2.21,2,2,0.08,30.0,0.65,0.37
5.1,9,73,117,7.0,0.29,0.207,0.62,9.9,16,15,0.93,6.2,0.09,0.58,44.1,1.36,0,0,0.028,65.6,0.79,0.15
9.2,14,64,78,3.6,0.07,0.111,0.81,7.7,24,23,0.94,5.3,0.02,0.18,44.3,1.69,4,2,0.05,51.6,0.75,0.38
2.9,6,65,121,4.4,0.61,0.085,0.6,16.9,19,18,0.97,10.9,0.0,-0.13,45.2,0.51,1,1,0.053,30.0,0.76,0.28
11.1,10,126,97,5.9,0.56,0.2,1.29,8.9,26,24,0.93,2.9,0.11,-0.03,42.5,1.86,4,1,0.012,52.4,0.74,0.4
9.4,9,58,91,13.0,0.27,0.093,0.63,10.1,34,30,0.87,4.1,0.09,0.07,40.4,1.71,2,0,0.065,49.6,0.75,0.3
8.8,10,141,113,8.1,0.28,0.03,1.24,14.1,30,26,0.88,3.8,0.08,0.16,39.8,1.81,0,0,0.033,30.0,0.74,0.25
10.9,11,90,77,9.0,0.33,0.036,1.15,13.6,24,19,0.8,6.9,0.16,0.39,37.8,1.97,2,1,0.04,30.0,0.73,0.27
13.0,16,82,89,16.4,0.4,0.314,0.91,7.5,22,17,0.75,6.2,0.3,0.18,40.4,1.59,3,0,0.051,49.7,0.64,0.54
11.0,14,91,103,16.5,0.37,0.161,0.88,15.8,27,20,0.74,6.6,0.27,-0.11,39.6,1.39,0,0,0.033,75.5,0.7,0.42
2.5,11,143,85,8.6,0.35,0.074,1.4,14.7,29,22,0.75,3.4,0.26,-0.17,48.4,1.09,3,3,0.026,49.0,0.62,0.33
4.2,11,55,120,6.8,0.27,0.095,0.6,12.9,25,25,0.98,10.5,0.05,0.16,37.8,1.28,2,2,0.044,30.0,0.77,0.31
6.1,14,51,156,5.7,0.14,0.259,0.6,9.8,28,21,0.75,4.6,0.25,-0.33,46.1,2.1,2,2,0.028,30.0,0.58,0.46
8.1,7,61,77,13.5,0.36,0.102,0.78,10.0,17,16,0.92,9.6,0.13,0.26,40.9,1.08,1,0,0.035,54.4,0.8,0.27
9.6,9,80,50,9.0,0.24,0.241,1.4,11.0,25,19,0.76,15.0,0.18,-0.15,41.2,0.58,5,0,0.009,56.0,0.68,0.45
5.8,14,36,39,8.1,0.33,0.109,0.9,5.8,23,23,0.99,3.4,0.0,0.25,43.6,1.01,2,3,0.068,42.1,0.79,0.27
8.6,11,80,95,5.9,0.1,0.205,0.83,11.8,34,28,0.81,7.0,0.13,0.48,36.3,1.8,0,0,0.033,37.7,0.77,0.37
5.7,13,122,80,6.2,0.25,0.033,1.4,16.5,29,24,0.82,5.6,0.2,0.07,38.8,1.35,4,0,0.007,56.9,0.72,0.18
6.2,8,83,106,11.6,0.18,0.196,0.78,16.4,26,21,0.82,12.1,0.2,-0.03,37.0,1.8,2,1,0.063,61.6,0.69,0.39
3.8,12,72,103,3.4,0.45,0.031,0.69,10.1,20,19,0.94,5.2,0.03,-0.09,40.5,0.5,6,1,0.002,55.4,0.73,0.18
5.2,9,64,51,15.0,0.35,0.321,1.23,17.3,22,17,0.77,6.7,0.22,-0.15,38.4,0.01,2,0,0.048,30.7,0.63,0.42
3.9,15,102,45,7.3,0.2,0.125,1.4,21.5,17,16,0.95,6.7,0.11,-0.35,47.3,1.63,2,0,0.056,58.5,0.77,0.36
5.1,9,59,108,9.3,0.21,0.071,0.6,10.4,27,24,0.9,5.7,0.07,0.19,39.7,2.0,4,1,0.015,39.7,0.81,0.33
11.2,13,126,104,3.3,0.39,0.02,1.2,15.5,26,20,0.77,8.3,0.25,-0.79,35.0,0.64,0,0,0.011,36.0,0.62,0.56
5.2,15,128,87,9.9,0.37,0.202,1.4,5.0,33,24,0.72,6.3,0.25,0.14,40.7,1.76,2,0,0.009,35.4,0.68,0.33
15.0,12,86,50,8.4,0.31,0.033,1.4,5.7,28,26,0.93,7.4,0.12,0.2,45.2,2.1,1,0,0.079,45.3,0.83,0.4
9.5,9,79,114,9.7,0.4,0.111,0.69,12.5,29,22,0.77,6.6,0.27,-0.14,48.5,1.5,1,0,0.06,53.6,0.67,0.53
8.6,13,105,138,17.4,0.54,0.128,0.76,7.0,27,26,0.97,4.2,0.0,-0.06,41.1,1.95,1,1,0.025,30.0,0.74,0.53
5.4,10,107,108,10.9,0.19,0.132,0.98,22.2,19,14,0.74,5.2,0.25,-0.15,39.9,1.6,4,0,0.027,34.0,0.67,0.44
10.1,12,59,74,6.0,0.1,0.215,0.79,15.0,33,29,0.88,7.7,0.01,-0.44,41.9,1.37,3,1,0.052,38.1,0.67,0.47
6.3,15,66,101,6.4,0.43,0.147,0.65,16.8,34,31,0.91,7.7,0.14,0.21,43.7,1.91,1,0,0.037,60.5,0.76,0.29
8.4,8,46,59,13.0,0.22,0.21,0.77,11.9,19,17,0.9,9.7,0.21,-0.15,37.5,2.46,1,1,0.022,32.0,0.7,0.35
15.0,12,90,131,16.5,0.42,0.185,0.68,7.0,22,17,0.79,11.6,0.1,0.46,41.0,1.22,3,0,0.005,40.0,0.71,0.4
7.7,12,96,102,11.4,0.47,0.092,0.93,9.4,29,28,0.96,4.4,0.0,0.22,41.8,1.46,2,0,0.063,57.1,0.79,0.32
11.4,8,46,46,13.4,0.35,0.204,0.98,13.3,40,37,0.93,6.4,0.08,0.09,42.2,1.0,1,0,0.071,45.6,0.77,0.48
5.9,16,68,90,13.0,0.21,0.048,0.75,8.8,26,22,0.85,5.4,0.15,0.07,41.4,1.58,1,1,0.016,68.0,0.75,0.31
7.9,17,46,113,17.1,0.04,0.052,0.6,15.4,33,29,0.88,2.7,0.1,-0.29,38.3,1.42,3,2,0.005,42.7,0.72,0.3
13.3,16,57,90,1.0,0.13,0.074,0.63,15.6,27,23,0.87,7.7,0.04,-0.08,43.4,2.08,2,1,0.009,73.2,0.72,0.48
6.1,13,93,91,13.3,0.16,0.271,1.01,12.0,31,31,0.98,8.3,0.03,0.11,41.8,2.21,2,0,0.033,75.9,0.72,0.38
13.4,9,61,63,14.9,0.38,0.018,0.95,5.0,27,26,0.97,2.8,0.08,-0.07,41.8,1.89,1,0,0.024,51.9,0.77,0.5
10.1,9,72,116,3.3,0.61,0.138,0.62,20.6,23,18,0.77,4.9,0.3,-0.37,37.7,2.02,5,1,0.006,51.3,0.64,0.49
6.3,13,39,80,5.6,0.15,0.004,0.6,10.9,30,23,0.78,4.6,0.29,-0.27,44.6,1.15,4,0,0.036,53.4,0.58,0.38
9.9,11,84,35,5.7,0.35,0.057,1.4,25.5,31,31,0.99,1.5,0.0,0.11,38.2,1.02,1,1,0.016,57.2,0.8,0.33
10.9,6,78,88,6.4,0.26,0.014,0.88,15.3,23,18,0.77,5.9,0.23,0.57,48.5,1.72,2,0,0.005,46.9,0.74,0.32
9.9,8,61,129,7.6,0.17,0.194,0.6,11.0,27,27,0.99,2.6,0.04,-0.04,37.3,1.51,3,0,0.053,62.5,0.73,0.54
3.3,9,75,88,11.2,0.46,0.099,0.84,14.2,30,27,0.89,6.5,0.07,-0.17,45.0,2.5,6,0,0.046,52.5,0.74,0.37
5.8,11,84,152,14.3,0.53,0.223,0.6,5.0,35,25,0.72,6.8,0.3,-0.25,35.0,0.54,2,0,0.066,65.8,0.62,0.39
7.3,18,59,112,15.4,0.36,0.181,0.6,17.1,31,25,0.8,7.2,0.23,0.32,35.0,1.81,2,1,0.024,30.0,0.76,0.31
7.8,11,43,110,5.8,0.43,0.039,0.6,24.8,17,14,0.84,7.3,0.22,0.35,39.8,1.8,4,0,0.011,48.2,0.74,0.26
9.9,14,125,96,5.8,0.35,0.056,1.29,5.0,13,12,0.95,10.6,0.09,0.59,35.0,1.12,2,0,0.029,60.2,0.86,0.24
8.5,14,64,97,16.6,0.29,0.154,0.65,10.6,26,21,0.8,3.6,0.22,-0.1,44.9,1.02,2,1,0.062,30.0,0.64,0.46
4.0,17,77,92,13.2,0.56,0.102,0.83,11.5,23,18,0.79,3.7,0.17,0.12,41.9,1.33,4,0,0.019,51.5,0.69,0.22
9.1,9,105,90,10.4,0.14,0.072,1.15,16.4,21,20,0.98,8.0,0.0,-0.22,47.6,0.68,1,1,0.02,54.1,0.78,0.43
9.8,12,150,115,12.4,0.15,0.373,1.29,22.5,29,21,0.72,5.6,0.29,-0.29,41.3,2.23,3,2,0.012,70.9,0.57,0.46
9.7,9,48,71,9.9,0.03,0.096,0.67,13.9,32,28,0.87,9.4,0.11,-0.35,43.0,2.85,1,0,0.079,39.9,0.67,0.5
11.2,15,91,67,12.6,0.38,0.011,1.34,22.7,24,20,0.85,7.7,0.13,0.11,40.9,1.33,0,0,0.077,48.2,0.75,0.42
10.5,11,62,66,8.3,0.42,0.26,0.93,12.9,27,19,0.72,11.8,0.3,-0.19,38.5,1.18,1,0,0.053,36.7,0.6,0.51
9.4,19,66,161,11.3,0.32,0.194,0.6,14.3,31,23,0.73,5.7,0.3,-0.13,40.4,0.84,4,0,0.017,42.9,0.6,0.42
7.8,11,61,115,2.4,0.36,0.15,0.6,13.6,21,17,0.81,1.6,0.12,-0.28,37.2,0.95,5,1,0.061,69.3,0.64,0.4
3.0,14,51,109,6.6,0.18,0.118,0.6,18.1,32,24,0.74,7.0,0.25,0.11,43.5,1.21,2,4,0.047,44.6,0.65,0.26
9.3,13,78,68,6.6,0.23,0.039,1.13,9.9,28,24,0.84,5.8,0.13,-0.76,40.8,2.1,3,1,0.06,34.4,0.65,0.57
8.6,12,43,118,8.1,0.28,0.374,0.6,16.1,25,22,0.88,7.6,0.13,-0.11,41.6,3.0,1,2,0.069,42.3,0.67,0.52
8.8,11,103,96,5.4,0.15,0.041,1.06,5.8,16,15,0.91,8.0,0.0,0.07,50.0,1.14,1,1,0.025,37.2,0.69,0.3
4.2,15,81,106,7.3,0.15,0.053,0.76,10.6,29,25,0.86,4.4,0.06,-0.57,40.4,1.05,1,1,0.073,38.4,0.69,0.33
4.8,11,90,70,2.4,0.34,0.08,1.27,8.8,28,23,0.81,3.0,0.18,0.04,43.3,0.92,1,0,0.072,36.9,0.71,0.31
11.2,18,68,104,12.7,0.17,0.048,0.65,12.4,16,12,0.74,5.6,0.3,-0.25,41.8,1.73,0,1,0.044,37.5,0.59,0.39
7.9,16,70,87,9.6,0.41,0.367,0.8,10.4,31,24,0.77,1.0,0.23,0.04,46.6,1.67,2,1,0.055,30.0,0.61,0.49
10.0,20,87,77,1.5,0.58,0.129,1.12,17.7,23,19,0.83,6.2,0.21,0.49,43.0,1.55,2,1,0.033,46.0,0.78,0.3
8.1,10,50,122,5.8,0.25,0.014,0.6,7.6,14,14,0.98,4.8,0.03,0.16,40.9,1.28,2,0,0.052,30.3,0.79,0.33
8.1,12,71,53,11.7,0.35,0.034,1.31,5.0,21,16,0.76,8.6,0.3,0.09,50.0,2.18,1,1,0.044,62.1,0.69,0.36
10.8,9,58,116,7.3,0.09,0.039,0.6,5.2,23,19,0.82,1.0,0.25,0.26,38.6,1.88,2,2,0.026,40.3,0.7,0.32
6.5,10,57,120,6.5,0.14,0.027,0.6,17.0,26,24,0.92,6.0,0.04,0.21,41.2,1.86,0,1,0.026,51.1,0.8,0.21
8.3,16,27,73,9.6,0.12,0.031,0.6,7.2,31,28,0.91,10.7,0.13,-0.29,45.7,1.69,2,0,0.052,51.2,0.68,0.39
6.6,8,113,75,11.7,0.35,0.063,1.4,14.0,31,31,0.99,8.0,0.04,-0.43,38.7,1.41,2,2,0.077,30.0,0.74,0.39
6.7,19,62,93,2.8,0.43,0.411,0.66,10.5,19,14,0.76,8.9,0.3,-0.09,45.1,1.14,2,2,0.016,41.0,0.63,0.45
7.1,10,109,108,12.8,0.18,0.082,1.0,16.1,25,18,0.7,7.0,0.26,-0.28,40.1,1.76,2,0,0.031,70.8,0.55,0.42
8.7,13,106,95,6.0,0.55,0.012,1.1,10.8,30,24,0.8,1.0,0.2,0.29,46.0,1.71,2,0,0.064,33.4,0.72,0.27
6.6,7,47,113,9.9,0.56,0.38,0.6,25.8,32,24,0.74,6.5,0.2,-0.25,45.9,1.78,1,3,0.01,79.1,0.59,0.48
11.8,10,52,152,9.8,0.28,0.093,0.6,21.5,21,18,0.86,7.2,0.09,0.01,41.6,0.72,0,1,0.08,53.2,0.75,0.5
5.3,19,144,84,7.4,0.33,0.222,1.4,10.4,31,30,0.97,2.8,0.05,-0.3,38.0,1.67,0,1,0.054,52.8,0.73,0.43
7.4,16,123,48,4.9,0.3,0.137,1.4,9.7,18,16,0.91,5.6,0.1,-0.11,40.4,1.35,1,0,0.073,48.6,0.71,0.38
6.7,14,79,124,8.6,0.31,0.201,0.63,27.7,24,18,0.74,1.0,0.29,-0.47,41.9,1.06,1,0,0.067,60.7,0.63,0.38
12.3,14,86,150,18.1,0.05,0.034,0.6,6.6,23,17,0.73,5.0,0.29,-0.45,45.6,1.86,2,2,0.062,61.5,0.55,0.46
8.6,17,64,111,3.2,0.28,0.152,0.6,11.7,30,29,0.97,4.7,0.01,0.07,43.3,1.59,2,3,0.003,44.7,0.84,0.41
11.1,12,90,67,18.5,0.02,0.117,1.32,12.1,25,21,0.85,10.2,0.14,-0.22,44.2,2.68,3,0,0.033,38.5,0.74,0.52
3.5,11,62,96,8.7,0.54,0.104,0.64,12.0,31,30,0.98,4.2,0.0,0.89,43.4,1.74,1,1,0.016,30.0,0.85,0.0
8.8,16,29,66,10.2,0.48,0.126,0.6,5.0,23,21,0.92,5.2,0.04,0.31,45.4,1.35,2,0,0.07,57.2,0.79,0.37
10.7,8,46,119,4.6,0.25,0.312,0.6,14.5,28,28,1.0,5.8,0.0,0.43,41.2,1.45,1,1,0.054,46.0,0.81,0.36
8.2,12,80,59,6.1,0.61,0.446,1.33,7.1,36,35,0.96,4.2,0.05,0.02,42.7,0.91,4,2,0.009,32.3,0.66,0.45
11.2,12,51,90,7.5,0.68,0.052,0.6,19.2,21,17,0.82,8.2,0.21,-0.08,42.1,2.12,1,2,0.029,36.3,0.69,0.47
6.4,7,78,69,4.8,0.23,0.081,1.11,5.0,26,24,0.93,1.0,0.1,-0.13,40.2,1.66,0,1,0.006,44.0,0.7,0.38
12.2,14,53,103,9.0,0.46,0.082,0.6,12.3,27,23,0.84,9.4,0.24,0.65,46.0,1.67,0,0,0.059,30.3,0.72,0.32
14.9,10,60,89,8.0,0.57,0.067,0.67,5.0,25,19,0.77,6.0,0.18,-0.11,46.0,0.97,2,0,0.033,45.7,0.66,0.56
6.9,14,101,105,19.3,0.22,0.113,0.95,5.0,16,12,0.77,9.9,0.22,-0.3,46.8,1.89,1,2,0.019,30.0,0.63,0.4
6.7,11,86,100,4.2,0.09,0.564,0.85,7.8,25,20,0.82,1.0,0.14,-0.26,38.9,1.03,2,0,0.041,37.0,0.66,0.47
12.4,14,79,70,10.5,0.34,0.111,1.11,8.5,26,19,0.73,1.0,0.3,-0.1,43.4,1.22,2,2,0.003,30.0,0.62,0.54
12.7,9,101,118,11.2,0.36,0.098,0.85,19.3,35,26,0.75,5.1,0.22,0.3,46.4,1.56,1,1,0.021,48.0,0.68,0.47
6.4,19,92,98,4.6,0.38,0.1,0.93,11.8,16,14,0.85,7.5,0.21,0.22,48.0,1.21,3,0,0.014,30.3,0.77,0.27
6.7,15,116,70,13.4,0.21,0.231,1.4,18.5,17,17,0.99,4.3,0.09,-0.21,36.0,1.1,0,1,0.074,36.6,0.72,0.36
